StationId,PlatformId,Type,StationName,PlatformX,PlatformY,RoutesCount,Autobus,Trolley,Tramway,Taxi,Metro,ElectricTrain,Funicular,Monorail,RiverTransport,Ropeway,Aeroexpress
4504385606387741,4504282527175110,Автобус,Голубинская,37.5150321856515,55.6097970869427,4,264|647|281,,,б/н (Тёплый Стан - Одоевского),,,,,,,
4504385606387742,4504282527175111,Автобус,Универсам (ул. Голубинская),37.5130266967798,55.6083065940548,4,264|647|281,,,б/н (Тёплый Стан - Одоевского),,,,,,,
4504385606387743,4504282527175112,Автобус,2-й микрорайон Ясенева,37.5122446234934,55.6029046061431,2,264|281,,,,,,,,,,
4504385606387743,4504282527175113,Автобус,2-й микрорайон Ясенева,37.5130784397401,55.6022803793531,2,264|281,,,,,,,,,,
4504385606387745,4504282527175115,Автобус,Голубинская д.15,37.5189325807837,55.6004674001617,2,264|281,,,,,,,,,,
4504385606387745,4504282527175117,Автобус,Голубинская д.15,37.5179961769315,55.6007656953652,2,264|281,,,,,,,,,,
4504385606387746,4504282527175118,Автобус,Вильнюсская (ул. Голубинская),37.5225662661079,55.5997786931916,3,281|651,72,,,,,,,,,
4504385606387746,4504282527175119,Автобус,Вильнюсская (ул. Голубинская),37.5224123846998,55.5997160828649,3,281|651,72,,,,,,,,,
4504385606387747,4504282527175120,Автобус,Детская поликлиника (ул. Голубинская),37.5256226940306,55.5991185586306,3,281|651,72,,,,,,,,,
4504385606387747,4504282527175121,Автобус,Детская поликлиника (ул. Голубинская),37.5267568170768,55.5987775262745,3,281|651,72,,,,,,,,,
4504385606387750,4504282527175127,Автобус,Трансагентство - Стоматология,37.5303967007765,55.5980863480623,8,642|769|769к|281|651,72|85,,592,,,,,,,
4504385606387750,4504282527175128,Автобус,Трансагентство - Стоматология,37.531112658058,55.5978343693887,5,642|281|651,72|85,,,,,,,,,
4504385606387752,4504282527175131,Автобус,Голубинская д.24,37.5345863534302,55.5971750158066,8,642|769|769к|281|651,72|85,,592,,,,,,,
4504385606387752,4504282527175134,Автобус,Голубинская д.24,37.5368677149257,55.5965848281988,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387754,4504282527175135,Автобус,Голубинская д.31,37.5422727881587,55.5954186689954,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387754,4504282527175136,Автобус,Голубинская д.31,37.540030503378,55.5959985483754,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387755,4504282527175137,Автобус,10-й микрорайон Ясенева,37.545483007658,55.5947261087916,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387755,4504282527175140,Автобус,10-й микрорайон Ясенева,37.5463328139168,55.5946388702604,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387756,4504282527175141,Автобус,Инессы Арманд,37.5459762725806,55.5913904061636,5,769|781|769к|281|С14,,,,,,,,,,
4504385606390036,4504282527175142,Автобус,Детский сад (ул. Инессы Арманд),37.5466902535684,55.5907113576815,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387757,4504282527175145,Автобус,проезд Карамзина,37.5454946857568,55.5896145178594,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387757,4504282527175146,Автобус,проезд Карамзина,37.5455820918339,55.5889289773368,3,262,72|85,,,,,,,,,
4504385606387757,4504282527175147,Автобус,проезд Карамзина,37.5456232346739,55.5890132269724,3,262,72|85,,,,,,,,,
4504385606387757,4504282527175148,Автобус,проезд Карамзина,37.5463386529662,55.5894147838807,5,769|781|769к|281|С14,,,,,,,,,,
4504385606387758,4504282527175149,Автобус,проезд Карамзина д.13,37.5421196254028,55.5898539836145,3,262,72|85,,,,,,,,,
4504385606387759,4504282527175150,Автобус,проезд Карамзина д.9,37.5390476566257,55.5905911951915,3,262,72|85,,,,,,,,,
4504385606387760,4504282527175153,Автобус,проезд Карамзина д.5,37.5363728330357,55.5912329054091,3,262,72|85,,,,,,,,,
4504385606387761,4504282527175154,Автобус,9-й микрорайон Ясенева,37.5337204673278,55.5934679729765,3,262,72|85,,,,,,,,,
4504385606387761,4504282527175155,Автобус,9-й микрорайон Ясенева,37.5337458896503,55.5929781472074,3,262,72|85,,,,,,,,,
4504385606387760,4504282527175158,Автобус,проезд Карамзина д.5,37.5368285483793,55.5910295168677,3,262,72|85,,,,,,,,,
4504385606387759,4504282527175159,Автобус,проезд Карамзина д.9,37.5398267654716,55.5903101702117,2,,72|85,,,,,,,,,
4504385606387758,4504282527175164,Автобус,проезд Карамзина д.13,37.5424140033214,55.5896892524962,3,262,72|85,,,,,,,,,
4504385606387762,4504282527175167,Автобус,проезд Карамзина д.1,37.5344572655238,55.5954393209878,6,165|642|262|202,72|85,,,,,,,,,
4504385606387762,4504282527175168,Автобус,проезд Карамзина д.1,37.5350144904946,55.5960241340831,7,165|642|262|202,72|85,,592,,,,,,,
4504385606387763,4504282527175171,Автобус,Ясногорская д.21,37.531231325507,55.6005185148468,5,642|769|769к,85,,592,,,,,,,
4504385606387764,4504282527175172,Автобус,Поликлиника (ул. Ясногорская),37.5330677514423,55.6032422459208,5,642|769|769к,85,,592,,,,,,,
4504385606387764,4504282527175173,Автобус,Поликлиника (ул. Ясногорская),37.5306018759875,55.603625907762,2,642,85,,,,,,,,,
4504385606387765,4504282527175174,Автобус,Тарусская д.22,37.5291616070924,55.6014895794371,2,642,85,,,,,,,,,
4504385606387766,4504282527175175,Автобус,Вильнюсская д.3,37.5240343827768,55.6068266723744,3,264|651,72,,,,,,,,,
4504385606387768,4504282527175176,Автобус,Вильнюсская д.8,37.520569940052,55.6016857932963,3,264|651,72,,,,,,,,,
4504385606387768,4504282527175177,Автобус,Вильнюсская д.8,37.5213838136994,55.6026442161904,3,264|651,72,,,,,,,,,
4504385606387766,4504282527175178,Автобус,Вильнюсская д.3,37.5236378664104,55.6059892304157,3,264|651,72,,,,,,,,,
4504385606387752,4504282527175179,Автобус,Голубинская д.24,37.5367412321337,55.5974803045617,4,262|781|651|С14,,,,,,,,,,
4504385606387769,4504282527175180,Автобус,Паустовского д.1,37.5420572823221,55.6030531090107,6,165|262|781|202|651|С14,,,,,,,,,,
4504385606387769,4504282527175183,Автобус,Паустовского д.1,37.5416586998305,55.6027109412812,8,165|262|769|781|769к|202|651|С14,,,,,,,,,,
4504385606387772,4504282527175186,Автобус,18-й микрорайон Ясенева,37.5074186042925,55.6017013052363,2,647,,,б/н (Тёплый Стан - Одоевского),,,,,,,
4504385606387772,4504282527175194,Автобус,18-й микрорайон Ясенева,37.5080452690347,55.6018572380361,2,647,,,б/н (Тёплый Стан - Одоевского),,,,,,,
4504385606386743,4504282527176095,Автобус,Миклухо-Маклая д.65,37.5451170340113,55.6384787505382,4,977|648|651,85,,,,,,,,,
4504385606387600,4504282527177276,Автобус,Метро Ясенево,37.5337792171474,55.6063063498499,2,165|202,,,,,,,,,,
4504385606388794,4504282527177566,Автобус,Генерала Тюленева д.41,37.4931260487961,55.6132970197906,7,264|С2|647|235|540|227|388,,,,,,,,,,
4504385606388799,4504282527177579,Автобус,5-й микрорайон Теплого Стана,37.4919373980121,55.6139152744194,6,264|С2|647|235|227|388,,,,,,,,,,
4504385606387729,4504282527179972,Автобус,Академика Варги д.2,37.4803893753717,55.6318643363681,7,444|553|144|227|С14|953,,,б/н (Ашан - Академика Варги),,,,,,,
4504385606387645,4504282527180026,Автобус,Метро Тёплый Стан,37.5060737364807,55.6188736681323,6,503|531к|512|600|600к,,,894,,,,,,,
4504385606389891,4504282527180031,Автобус,Островитянова д.27,37.515691189744,55.6355670240572,9,196|295|712|145|699|250|361|827|196к,,,,,,,,,,
4504385606387597,4504282527180185,Автобус,Рокотова,37.5446525151779,55.610156175763,3,264|639|648,,,,,,,,,,
