"Город","Id города","StableId","X","Y","Индекс","Название","Назначение","Название слоя","Застройщики","Субъект федерации","Район области","Район","Площадь","Этажность","Количество подъездов","Количество квартир","коэф семейности 2.7","Округ","Улица1","Дом1","Улица2","Дом2","Улица3","Дом3"
"Москва","4504222397630173","4504235282578246","37.5085844378683","55.6008917263114","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9987","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","3 к6","","","",""
"Москва","4504222397630173","4504235282578247","37.5135582299334","55.6006240499302","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9993","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","7 к1","","","",""
"Москва","4504222397630173","4504235282578248","37.5127947517734","55.6009271247607","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9993","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","7 к2","","","",""
"Москва","4504222397630173","4504235282578249","37.5118916754183","55.6009734580273","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9988","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","7 к3","","","",""
"Москва","4504222397630173","4504235282578251","37.5110648660308","55.6007671194459","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9988","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","7 к4","","","",""
"Москва","4504222397630173","4504235282578253","37.5105133004463","55.6003346033887","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9985","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","7 к5","","","",""
"Москва","4504222397630173","4504235282578263","37.5117200073675","55.6016907774613","117574","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Ясенево","9992","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","3 к1","","","",""
"Москва","4504222397630173","4504235282578266","37.510953385104","55.6019910468016","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9993","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","3 к2","","","",""
"Москва","4504222397630173","4504235282578268","37.5100370136827","55.6020363616387","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9989","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","3 к3","","","",""
"Москва","4504222397630173","4504235282578271","37.5092173009859","55.6018266720015","117574","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","9603","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","3 к4","","","",""
"Москва","4504222397630173","4504235282578273","37.5086927746915","55.6014090185625","117574","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Ясенево","9993","16","2","128","346","Юго-Западный административный округ","Одоевского проезд","3 к5","","","",""
"Москва","4504222397630173","4504235282578625","37.503467813673","55.6236319747081","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17527","9","8","287","775","Юго-Западный административный округ","Профсоюзная улица","152 к4","","","",""
"Москва","4504222397630173","4504235282578631","37.5050333077186","55.6230515905782","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17503","9","8","287","775","Юго-Западный административный округ","Профсоюзная улица","152 к3","","","",""
"Москва","4504222397630173","4504235282578660","37.5072585245089","55.6260430332241","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9795","12","3","143","386","Юго-Западный административный округ","Профсоюзная улица","142 к2","","","",""
"Москва","4504222397630173","4504235282578662","37.5056491028459","55.6266386715998","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9799","12","3","143","386","Юго-Западный административный округ","Профсоюзная улица","142 к4","","","",""
"Москва","4504222397630173","4504235282578663","37.5064360270348","55.6264206260097","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6147","16","1","111","300","Юго-Западный административный округ","Профсоюзная улица","142 к3","","","",""
"Москва","4504222397630173","4504235282578706","37.5022706288938","55.6200501583339","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9799","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","1","","","",""
"Москва","4504222397630173","4504235282578709","37.5009892719726","55.6202499898792","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","16139","16","3","224","605","Юго-Западный административный округ","Тёплый Стан улица","3 к1","","","",""
"Москва","4504222397630173","4504235282578713","37.4991199676978","55.6196513055414","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9687","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","5 к2","","","",""
"Москва","4504222397630173","4504235282578730","37.4997182456771","55.620480880205","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9801","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","3 к2","","","",""
"Москва","4504222397630173","4504235282578737","37.4965470130611","55.6200784225373","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9510","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","7 к3","","","",""
"Москва","4504222397630173","4504235282578739","37.4974972509686","55.6191295779759","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","14988","14","4","192","518","Юго-Западный административный округ","Тёплый Стан улица","5 к4","","","",""
"Москва","4504222397630173","4504235282578741","37.495900315888","55.6192463991942","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9684","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","9 к3","","","",""
"Москва","4504222397630173","4504235282578742","37.4983392418844","55.6215060940242","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9508","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","5 к1","","","",""
"Москва","4504222397630173","4504235282578743","37.4971107059018","55.6217095780744","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","16139","16","3","224","605","Юго-Западный административный округ","Тёплый Стан улица","7 к1","","","",""
"Москва","4504222397630173","4504235282578744","37.4957745517482","55.6219131627289","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9508","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","7 к2","","","",""
"Москва","4504222397630173","4504235282578757","37.4978397785864","55.6198539858982","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17671","16","4","251","678","Юго-Западный административный округ","Тёплый Стан улица","5 к3","","","",""
"Москва","4504222397630173","4504235282578758","37.4945822178716","55.6194442522617","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17672","16","4","251","678","Юго-Западный административный округ","Тёплый Стан улица","9 к5","","","",""
"Москва","4504222397630173","4504235282578759","37.4932568435014","55.6196038760508","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","8738","14","2","110","297","Юго-Западный административный округ","Тёплый Стан улица","9 к6","","","",""
"Москва","4504222397630173","4504235282578769","37.4951194104115","55.6211011052497","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9508","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","9 к2","","","",""
"Москва","4504222397630173","4504235282578770","37.4938094870642","55.6212944247533","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","16142","16","4","249","672","Юго-Западный административный округ","Тёплый Стан улица","9 к7","","","",""
"Москва","4504222397630173","4504235282578771","37.4925689136569","55.6215300872024","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9509","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","9 к8","","","",""
"Москва","4504222397630173","4504235282578772","37.4943323065596","55.6229711250102","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9508","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","9 к1","","","",""
"Москва","4504222397630173","4504235282578773","37.4918572682888","55.6234035428882","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9509","12","3","143","386","Юго-Западный административный округ","Тёплый Стан улица","11 к2","","","",""
"Москва","4504222397630173","4504235282578774","37.4930089983146","55.6231885799034","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","16142","16","3","216","583","Юго-Западный административный округ","Тёплый Стан улица","11 к1","","","",""
"Москва","4504222397630173","4504235282578792","37.4911930539677","55.6240545751333","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","19183","17","3","271","732","Юго-Западный административный округ","Тёплый Стан улица","13 к1","","","",""
"Москва","4504222397630173","4504235282578796","37.4911088818256","55.6156073913392","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9508","12","3","143","386","Юго-Западный административный округ","Генерала Тюленева улица","33","","","",""
"Москва","4504222397630173","4504235282578798","37.4920357635357","55.6146910277683","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9508","12","3","143","386","Юго-Западный административный округ","Генерала Тюленева улица","37","","","",""
"Москва","4504222397630173","4504235282578802","37.4930090881461","55.6137287313526","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9506","12","3","143","386","Юго-Западный административный округ","Генерала Тюленева улица","41","","","",""
"Москва","4504222397630173","4504235282578954","37.5395342740151","55.6243219384468","117321","","Малоэтажный жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","270","1","1","4","11","Юго-Западный административный округ","Профсоюзная улица","123а к26","Тютчевская аллея","26","",""
"Москва","4504222397630173","4504235282578957","37.5392185161927","55.6240201125805","117321","","Малоэтажный жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","270","1","1","4","11","Юго-Западный административный округ","Профсоюзная улица","123а к25","Тютчевская аллея","25","",""
"Москва","4504222397630173","4504235282578959","37.5398274841238","55.6245995165573","117321","","Малоэтажный жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","270","1","1","4","11","Юго-Западный административный округ","Профсоюзная улица","123а к27","Тютчевская аллея","28","",""
"Москва","4504222397630173","4504235282578962","37.537208445913","55.6237686061857","117321","","Малоэтажный жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","479","2","2","8","22","Юго-Западный административный округ","Профсоюзная улица","123а ст2","","","",""
"Москва","4504222397630173","4504235282578963","37.5378822722076","55.6235688943147","117321","","Малоэтажный жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","660","2","1","4","11","Юго-Западный административный округ","Профсоюзная улица","123а ст3","Тютчевская аллея","3","",""
"Москва","4504222397630173","4504235282578964","37.5365831286437","55.6240083709074","117321","","Малоэтажный жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","768","2","2","8","22","Юго-Западный административный округ","Профсоюзная улица","123а ст1","Тютчевская аллея","1","",""
"Москва","4504222397630173","4504235282578965","37.5385455882134","55.6233507807424","117321","","Малоэтажный жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","768","2","2","8","22","Юго-Западный административный округ","Профсоюзная улица","123а ст4","Тютчевская аллея","4","",""
"Москва","4504222397630173","4504235282579101","37.5404464233546","55.6116230564155","117588","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Ясенево","29970","16","6","383","1034","Юго-Западный административный округ","Литовский бульвар","26","","","",""
"Москва","4504222397630173","4504235282579122","37.5423687282311","55.6109895623248","117588","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Ясенево","19984","16","4","255","689","Юго-Западный административный округ","Литовский бульвар","30","","","",""
"Москва","4504222397630173","4504235282579124","37.5437760289552","55.6100521918719","117588","","Жилой дом","Жилые дома","","Москва город федерального значения","","Ясенево","19992","16","4","255","689","Юго-Западный административный округ","Литовский бульвар","34","","","",""
"Москва","4504222397630173","4504235282579707","37.506498459947","55.62828144585","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17507","9","8","287","775","Юго-Западный административный округ","Профсоюзная улица","140 к3","","","",""
"Москва","4504222397630173","4504235282579709","37.508113990154","55.6276962008411","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17506","9","8","286","772","Юго-Западный административный округ","Профсоюзная улица","140 к2","","","",""
"Москва","4504222397630173","4504235282579715","37.5097056251744","55.6271195874266","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17504","9","8","287","775","Юго-Западный административный округ","Профсоюзная улица","140 к1","","","",""
"Москва","4504222397630173","4504235282579759","37.5086964577842","55.631284938608","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9507","12","3","143","386","Юго-Западный административный округ","Профсоюзная улица","132 к6","","","",""
"Москва","4504222397630173","4504235282579761","37.5119213198226","55.6301167660649","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9506","12","3","143","386","Юго-Западный административный округ","Профсоюзная улица","132 к2","","","",""
"Москва","4504222397630173","4504235282579762","37.5095212010465","55.6311030015658","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6150","16","1","111","300","Юго-Западный административный округ","Профсоюзная улица","132 к5","","","",""
"Москва","4504222397630173","4504235282579763","37.5111360126013","55.6305181038019","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6149","16","1","111","300","Юго-Западный административный округ","Профсоюзная улица","132 к3","","","",""
"Москва","4504222397630173","4504235282579764","37.5128243961778","55.6299063632213","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6150","16","1","111","300","Юго-Западный административный округ","Профсоюзная улица","132 к1","","","",""
"Москва","4504222397630173","4504235282579770","37.5077611319104","55.6317734201235","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6149","16","1","111","300","Юго-Западный административный округ","Профсоюзная улица","132 к7","","","",""
"Москва","4504222397630173","4504235282579771","37.5112041048998","55.6323166275609","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17292","9","8","287","775","Юго-Западный административный округ","Профсоюзная улица","130 к3","","","",""
"Москва","4504222397630173","4504235282579772","37.5127933144689","55.6317285463484","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17289","9","8","287","775","Юго-Западный административный округ","Профсоюзная улица","130 к2","","","",""
"Москва","4504222397630173","4504235282579774","37.5143902495495","55.6311374070435","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","17289","9","8","287","775","Юго-Западный административный округ","Профсоюзная улица","130 к1","","","",""
"Москва","4504222397630173","4504235282579797","37.5088864514668","55.6342989224371","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9512","12","3","143","386","Юго-Западный административный округ","Островитянова улица","16 к4","","","",""
"Москва","4504222397630173","4504235282579799","37.5097378746931","55.6350350412636","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9516","12","3","144","389","Юго-Западный административный округ","Островитянова улица","16 к3","","","",""
"Москва","4504222397630173","4504235282579800","37.5106057370891","55.635785425056","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9517","12","3","143","386","Юго-Западный административный округ","Островитянова улица","16 к2","","","",""
"Москва","4504222397630173","4504235282579801","37.5107769559822","55.63466200363","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9515","12","3","143","386","Юго-Западный административный округ","Островитянова улица","18 к3","","","",""
"Москва","4504222397630173","4504235282579802","37.5099181665706","55.6339244040763","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9514","12","3","143","386","Юго-Западный административный округ","Островитянова улица","18 к4","","","",""
"Москва","4504222397630173","4504235282579804","37.5116417641062","55.6354097014074","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9511","12","3","143","386","Юго-Западный административный округ","Островитянова улица","18 к2","","","",""
"Москва","4504222397630173","4504235282579807","37.5134791781884","55.6353237732969","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9507","12","3","143","386","Юго-Западный административный округ","Островитянова улица","20","","","",""
"Москва","4504222397630173","4504235282579809","37.5150875218731","55.6347820813832","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9506","12","3","143","386","Юго-Западный административный округ","Островитянова улица","24 к1","","","",""
"Москва","4504222397630173","4504235282579810","37.516671431382","55.6341958159092","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9506","12","3","143","386","Юго-Западный административный округ","Островитянова улица","28 к1","","","",""
"Москва","4504222397630173","4504235282579814","37.5143592576722","55.6351847939595","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6147","16","1","111","300","Юго-Западный административный округ","Островитянова улица","22 к1","","","",""
"Москва","4504222397630173","4504235282579816","37.5159526893232","55.6345950790512","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6146","16","1","111","300","Юго-Западный административный округ","Островитянова улица","26 к1","","","",""
"Москва","4504222397630173","4504235282579817","37.5176841022018","55.6340414859149","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6147","16","1","111","300","Юго-Западный административный округ","Островитянова улица","30 к1","","","",""
"Москва","4504222397630173","4504235282579882","37.5124454867909","55.6358930498543","117321","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6147","16","1","111","300","Юго-Западный административный округ","Островитянова улица","18 к1","","","",""
"Москва","4504222397630173","4504235282588777","37.5103054302896","55.6307021272342","117321","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9530","12","3","143","386","Юго-Западный административный округ","Профсоюзная улица","132 к4","","","",""
"Москва","4504222397630173","4504235282589170","37.4882319372967","55.6224172652795","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12395","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","15 к7","","","",""
"Москва","4504222397630173","4504235282589171","37.4882418187648","55.6217491259381","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12395","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","15 к6","","","",""
"Москва","4504222397630173","4504235282589172","37.4885179608831","55.6210937852181","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12393","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","15 к5","","","",""
"Москва","4504222397630173","4504235282589173","37.4890327853725","55.6205159050603","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12396","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","15 к4","","","",""
"Москва","4504222397630173","4504235282589174","37.4897971618477","55.6217493292689","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18590","9","8","287","775","Юго-Западный административный округ","Тёплый Стан улица","15 к2","","","",""
"Москва","4504222397630173","4504235282589176","37.4906412188887","55.6202106438354","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18586","9","8","288","778","Юго-Западный административный округ","Тёплый Стан улица","15 к3","","","",""
"Москва","4504222397630173","4504235282589178","37.4859636013727","55.6216989031944","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","27879","9","12","429","1158","Юго-Западный административный округ","Генерала Тюленева улица","7 к2","","","",""
"Москва","4504222397630173","4504235282589180","37.4851690415039","55.6240498988005","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","27875","9","12","430","1161","Юго-Западный административный округ","Генерала Тюленева улица","7 к1","","","",""
"Москва","4504222397630173","4504235282589181","37.4833357596721","55.623461235519","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12395","12","3","168","454","Юго-Западный административный округ","Генерала Тюленева улица","13","","","",""
"Москва","4504222397630173","4504235282589184","37.4836151357255","55.6227980446886","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12395","12","3","168","454","Юго-Западный административный округ","Генерала Тюленева улица","15","","","",""
"Москва","4504222397630173","4504235282589185","37.4838901100339","55.6221452631893","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12395","12","3","168","454","Юго-Западный административный округ","Генерала Тюленева улица","17","","","",""
"Москва","4504222397630173","4504235282589187","37.4835357246543","55.6241729573283","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12395","12","3","168","454","Юго-Западный административный округ","Генерала Тюленева улица","11","","","",""
"Москва","4504222397630173","4504235282589188","37.4832638046178","55.6248184872391","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12394","12","3","168","454","Юго-Западный административный округ","Генерала Тюленева улица","9","","","",""
"Москва","4504222397630173","4504235282589194","37.486163746018","55.6250424887057","117465","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","13446","16","3","191","516","Юго-Западный административный округ","Генерала Тюленева улица","5 к1","","","",""
"Москва","4504222397630173","4504235282589195","37.4880875780305","55.6246825202125","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18054","16","4","255","689","Юго-Западный административный округ","Генерала Тюленева улица","3","","","",""
"Москва","4504222397630173","4504235282589197","37.4894893091998","55.6244936396241","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18440","16","4","255","689","Юго-Западный административный округ","Тёплый Стан улица","17","","","",""
"Москва","4504222397630173","4504235282589199","37.4899972166615","55.623287445741","117465","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","13830","16","3","191","516","Юго-Западный административный округ","Тёплый Стан улица","15 к1","","","",""
"Москва","4504222397630173","4504235282589271","37.4812178017267","55.6267072870929","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","7781","9","2","178","481","Юго-Западный административный округ","Тёплый Стан улица","21 к4","","","",""
"Москва","4504222397630173","4504235282589273","37.4821654345199","55.6268333359807","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","7781","9","2","178","481","Юго-Западный административный округ","Тёплый Стан улица","21 к3","","","",""
"Москва","4504222397630173","4504235282589274","37.4830993230893","55.6269574530764","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","7780","9","2","178","481","Юго-Западный административный округ","Тёплый Стан улица","21 к2","","","",""
"Москва","4504222397630173","4504235282589277","37.4814978964323","55.6276743461028","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18586","9","8","287","775","Юго-Западный административный округ","Тёплый Стан улица","21 к5","","","",""
"Москва","4504222397630173","4504235282589278","37.478698746007","55.6274129014939","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","18586","9","8","287","775","Юго-Западный административный округ","Тёплый Стан улица","21 к6","","","",""
"Москва","4504222397630173","4504235282589280","37.4769285259081","55.6279051416862","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12101","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","25 к6","","","",""
"Москва","4504222397630173","4504235282589282","37.4779391306027","55.6282850035435","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12104","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","25 к5","","","",""
"Москва","4504222397630173","4504235282589284","37.4789713846957","55.6287159903087","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12106","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","25 к4","","","",""
"Москва","4504222397630173","4504235282589286","37.4801520404736","55.628872984187","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","12103","12","3","168","454","Юго-Западный административный округ","Тёплый Стан улица","25 к3","","","",""
"Москва","4504222397630173","4504235282589296","37.4810614948673","55.6314420237907","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6530","16","1","110","297","Юго-Западный административный округ","Тёплый Стан улица","31","","","",""
"Москва","4504222397630173","4504235282589297","37.4814552264563","55.630935090202","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6530","16","1","111","300","Юго-Западный административный округ","Тёплый Стан улица","29","","","",""
"Москва","4504222397630173","4504235282589316","37.4740570611024","55.6314283023668","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9511","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","10","","","",""
"Москва","4504222397630173","4504235282589324","37.4764746970266","55.6308518965619","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9796","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","6","","","",""
"Москва","4504222397630173","4504235282589325","37.4777102398684","55.6311335446871","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9801","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","4","","","",""
"Москва","4504222397630173","4504235282589336","37.4720081836024","55.6320582632115","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6531","17","1","111","300","Юго-Западный административный округ","Академика Варги улица","18","","","",""
"Москва","4504222397630173","4504235282589337","37.4724262595356","55.6317003922208","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6531","17","1","111","300","Юго-Западный административный округ","Академика Варги улица","16","","","",""
"Москва","4504222397630173","4504235282589338","37.4728499050236","55.6313378424881","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6531","17","1","111","300","Юго-Западный административный округ","Академика Варги улица","14","","","",""
"Москва","4504222397630173","4504235282589409","37.4713501676568","55.6328290315743","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9511","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","20","","","",""
"Москва","4504222397630173","4504235282589411","37.4715184221095","55.6335971422125","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9508","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","22","","","",""
"Москва","4504222397630173","4504235282589412","37.4723483756005","55.634212128","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9507","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","24","","","",""
"Москва","4504222397630173","4504235282589415","37.4735921829429","55.6344719009384","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9509","12","3","143","386","Юго-Западный административный округ","Академика Варги улица","26","","","",""
"Москва","4504222397630173","4504235282589478","37.4827447580467","55.6434615602288","117513","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","9990","16","2","128","346","Юго-Западный административный округ","Ленинский проспект","129а","","","",""
"Москва","4504222397630173","4504235282589644","37.4886275553478","55.6340550539698","117133","","Жилой дом","Жилые дома","","Москва город федерального значения","","Тёплый Стан","6148","16","1","111","300","Юго-Западный административный округ","Академика Виноградова улица","12","","","",""
"Москва","4504222397630173","4504235282589706","37.4890509313412","55.6277348786154","117133","","Жилой дом с административными помещениями","Жилые дома","","Москва город федерального значения","","Тёплый Стан","26577","16","3","330","891","Юго-Западный административный округ","Тёплый Стан улица","4","","","",""
